DifferenceTiming,LaplacianTiming

0.00257897377014,0.0633940696716
0.0024528503418,0.0626871585846
0.00260806083679,0.0628299713135
0.00285720825195,0.0632178783417
0.00266981124878,0.0631048679352
0.00301909446716,0.0642762184143
0.00228404998779,0.0641808509827
0.00273108482361,0.0634241104126
0.00287795066833,0.0630588531494
0.00222110748291,0.0642220973969
0.00221514701843,0.0636150836945
0.0030300617218,0.063355922699
0.00267100334167,0.063766002655
0.0027539730072,0.0637300014496
0.00321793556213,0.0631580352783
0.00257301330566,0.0658931732178
0.0026650428772,0.0629289150238
0.00272798538208,0.0633981227875
0.00402998924255,0.0632038116455
0.00258421897888,0.0635571479797
0.00266408920288,0.0633428096771
0.00317001342773,0.0625488758087
0.00233793258667,0.0636360645294
0.00281596183777,0.0627748966217
0.00271701812744,0.0631861686707
0.00260496139526,0.0629189014435
0.00273394584656,0.0625169277191
0.00266885757446,0.0630309581757
0.00241184234619,0.0643689632416
0.00229501724243,0.0630919933319
0.00402283668518,0.0632491111755
0.00310802459717,0.0634529590607
0.00281381607056,0.0636298656464
0.00275897979736,0.0623679161072
0.00270414352417,0.0624761581421
0.00297999382019,0.0629599094391
0.00265598297119,0.063364982605
0.00280094146729,0.0634961128235
0.00272798538208,0.0623979568481
0.00266814231873,0.0639629364014
0.00277400016785,0.0641298294067
0.00272297859192,0.0629680156708
0.00254082679749,0.0632839202881
0.00272703170776,0.0629990100861
0.00283288955688,0.0673019886017
0.00221586227417,0.0627980232239
0.00301599502563,0.0631370544434
0.00262594223022,0.0622451305389
0.00260591506958,0.063304901123
0.00267696380615,0.0625951290131
0.00265502929688,0.0626409053802
0.00261902809143,0.0634000301361
0.00225687026978,0.0634591579437
0.00257396697998,0.0637381076813
0.00265693664551,0.0644237995148
0.00266790390015,0.0636231899261
0.0026421546936,0.0631320476532
0.00342988967896,0.0684051513672
0.0026650428772,0.0667810440063
0.00266814231873,0.062949180603
0.00316190719604,0.0636739730835
0.00260210037231,0.0630118846893
0.00266408920288,0.0629079341888
0.00280690193176,0.0625638961792
0.0025749206543,0.0634210109711
0.0026650428772,0.0630941390991
0.00300002098083,0.0624129772186
0.00266098976135,0.0631239414215
0.00267481803894,0.0632309913635
0.00272798538208,0.0645780563354
0.00258207321167,0.0623469352722
0.00323390960693,0.062539100647
0.00321292877197,0.0629100799561
0.00281691551208,0.0634360313416
0.0026650428772,0.0626060962677
0.0028829574585,0.0625579357147
0.00394487380981,0.064465045929
0.00262999534607,0.0634407997131
0.00263595581055,0.0635030269623
0.00261187553406,0.0636389255524
0.00261092185974,0.0640959739685
0.00302505493164,0.0627548694611
0.00263404846191,0.0634388923645
0.00265312194824,0.0642077922821
0.00260591506958,0.0632140636444
0.0026798248291,0.0637021064758
0.00263690948486,0.0655508041382
0.002760887146,0.0635430812836
0.00265693664551,0.0633409023285
0.00280809402466,0.0637619495392
0.00263690948486,0.0677108764648
0.00267696380615,0.0631918907166
0.00283288955688,0.0630679130554
0.00276303291321,0.0635089874268
0.00290393829346,0.0632779598236
0.00261092185974,0.0638909339905
0.00262117385864,0.0658950805664
0.00261902809143,0.0637629032135
0.00270414352417,0.0634520053864
0.00263595581055,0.062912940979
0.00307679176331,0.0640819072723
0.00285196304321,0.0630781650543
0.00267601013184,0.0635130405426
0.00265002250671,0.0630340576172
0.00269818305969,0.0632190704346
0.00269389152527,0.064227104187
0.00283694267273,0.0631990432739
0.00246286392212,0.0634808540344
0.00257706642151,0.0633111000061
0.0026388168335,0.0657961368561
0.00265717506409,0.0639131069183
0.00266313552856,0.0637109279633
0.00262498855591,0.0637719631195
0.00264620780945,0.0634179115295
0.00222492218018,0.0636229515076
0.00264811515808,0.0632810592651
0.00269412994385,0.0643088817596
0.00277185440063,0.0629780292511
0.0028281211853,0.063549041748
0.002849817276,0.0661330223083
0.0024299621582,0.064061164856
0.00266003608704,0.0628049373627
0.00265097618103,0.0638899803162
0.00263595581055,0.0640621185303
0.00260400772095,0.0628440380096
0.00264191627502,0.0642750263214
0.0027060508728,0.0641899108887
0.00238394737244,0.06782579422
0.0030779838562,0.0632591247559
0.00272607803345,0.0639247894287
0.00248408317566,0.0633528232574
0.00273704528809,0.0637738704681
0.00269198417664,0.0663361549377
0.00267910957336,0.0635678768158
0.00270199775696,0.0909109115601
0.00224208831787,0.0644550323486
0.00305700302124,0.0629320144653
0.00269889831543,0.0630970001221
0.00276517868042,0.0679650306702
0.00333786010742,0.0635108947754
0.00293684005737,0.0626220703125
0.00260210037231,0.063817024231
0.00261092185974,0.0665748119354
0.00282096862793,0.064337015152
0.0021710395813,0.0639960765839
0.00262594223022,0.0634951591492
0.00268411636353,0.0628669261932
0.00265288352966,0.0629739761353
0.0026388168335,0.0633420944214
0.00261497497559,0.0634570121765
0.00265312194824,0.0636518001556
0.00266599655151,0.0628170967102
0.0031418800354,0.0649659633636
0.00260400772095,0.0641248226166
0.00258278846741,0.0630040168762
0.002681016922,0.0635211467743
0.00272297859192,0.0635828971863
0.00272011756897,0.0626718997955
0.0026171207428,0.0639450550079
0.00222301483154,0.0640738010406
0.00265192985535,0.0638709068298
0.00220513343811,0.0638840198517
0.00271606445312,0.0634758472443
0.00263404846191,0.0634880065918
0.00333285331726,0.0634610652924
0.00266289710999,0.067409992218
0.00259709358215,0.0633509159088
0.0026478767395,0.0641520023346
0.00333595275879,0.063668012619
0.00272488594055,0.0674629211426
0.00266695022583,0.0636019706726
0.0029821395874,0.0630950927734
0.00265979766846,0.066123008728
0.0026171207428,0.0636949539185
0.00290608406067,0.0639209747314
0.00265002250671,0.0637900829315
0.00296902656555,0.0635108947754
0.00325393676758,0.0643100738525
0.0028350353241,0.0634970664978
0.00276899337769,0.0638508796692
0.00279021263123,0.0627951622009
0.00268197059631,0.0635011196136
0.00324702262878,0.0631370544434
0.00217604637146,0.063973903656
0.00266695022583,0.0635960102081
0.0027379989624,0.0674011707306
0.0029981136322,0.0631899833679
0.00266194343567,0.063581943512
0.00269985198975,0.0639879703522
0.00265598297119,0.0633330345154
0.00266003608704,0.0624508857727
0.00261187553406,0.0635950565338
0.00277495384216,0.0639479160309
0.00267887115479,0.0632970333099
0.00262594223022,0.0628590583801
0.0026650428772,0.0642337799072
0.00284004211426,0.0630991458893
0.00262117385864,0.0630519390106
0.00266194343567,0.0670900344849
0.00261306762695,0.0625870227814
0.0026171207428,0.0632309913635
0.00261497497559,0.0635559558868
0.0025908946991,0.0630140304565
0.00260806083679,0.0633759498596
0.00268602371216,0.063695192337
0.00325417518616,0.0628759860992
0.00271701812744,0.0629749298096
0.00262379646301,0.0628569126129
0.00274896621704,0.0623037815094
0.00278997421265,0.0629560947418
0.00263690948486,0.0635528564453
0.00270915031433,0.0645008087158
0.00265789031982,0.0622220039368
0.00261092185974,0.0632841587067
0.00382804870605,0.0625641345978
0.0026261806488,0.0642030239105
0.00255513191223,0.0633239746094
0.00266599655151,0.0632929801941
0.00261187553406,0.0642900466919
0.00259208679199,0.0642540454865
0.00271892547607,0.0644941329956
0.00263786315918,0.0639808177948
0.00264501571655,0.0640439987183
0.00262713432312,0.0640070438385
0.00265979766846,0.0662291049957
0.00260496139526,0.0642938613892
0.00273489952087,0.063679933548
0.0026228427887,0.0634970664978
0.00296902656555,0.0631370544434
0.0026741027832,0.0627839565277
0.00332283973694,0.06290102005
0.00266003608704,0.0635101795197
0.00268816947937,0.0627510547638
0.00262904167175,0.0622251033783
0.00264716148376,0.0629360675812
0.00270199775696,0.0632472038269
0.00298595428467,0.0642340183258
0.00274896621704,0.0647010803223
0.00277900695801,0.0625760555267
0.00264596939087,0.0631899833679
0.00390100479126,0.0633859634399
0.00296092033386,0.0633268356323
0.00216197967529,0.0632879734039
0.00267696380615,0.0625360012054
0.00271892547607,0.062332868576
0.00285506248474,0.0629389286041
0.00268006324768,0.0631589889526
0.00261306762695,0.0629498958588
0.00264596939087,0.0629332065582
0.00217509269714,0.0642080307007
0.00290489196777,0.0625538825989
0.00268983840942,0.0632610321045
0.00244498252869,0.0636391639709
0.00262904167175,0.0658640861511
0.00275707244873,0.0624239444733
0.00292611122131,0.062609910965
0.00261116027832,0.0624580383301
0.00262403488159,0.0623369216919
0.00269508361816,0.062882900238
0.00285911560059,0.0624570846558
0.002681016922,0.0643651485443
0.00275301933289,0.0619399547577
0.00269103050232,0.0676400661469
0.00260710716248,0.062637090683
0.00294899940491,0.0626351833344
0.00260782241821,0.0633399486542
0.00276899337769,0.0671141147614
0.00262379646301,0.0650401115417
0.00261402130127,0.063215970993
0.0027060508728,0.0634520053864
0.00270414352417,0.0627319812775
0.00260901451111,0.063570022583
0.00262212753296,0.0625400543213
0.00219702720642,0.062903881073
0.0027379989624,0.0633099079132
0.00267601013184,0.0632522106171
0.00271606445312,0.0639550685883
0.00302791595459,0.063019990921
0.00280594825745,0.0629999637604
0.00262594223022,0.0626571178436
0.00267601013184,0.0659470558167
0.00263094902039,0.0630731582642
0.00262904167175,0.0652740001678
0.00268411636353,0.06285405159
0.00275588035583,0.062952041626
0.00263500213623,0.0630831718445
0.00262999534607,0.0631070137024
0.00297617912292,0.0627608299255
0.00220894813538,0.0670509338379
0.00267696380615,0.0629539489746
0.00266695022583,0.0630071163177
0.00267100334167,0.0622420310974
0.00220084190369,0.0637700557709
0.00261306762695,0.0633640289307
0.00270891189575,0.0621058940887
0.00300192832947,0.0627789497375
0.00265693664551,0.0629348754883
0.00217509269714,0.063178062439
0.00264692306519,0.0629100799561
0.00261783599854,0.0629308223724
0.00287294387817,0.0618019104004
0.0025110244751,0.0628840923309
0.0022189617157,0.063413143158
0.00265598297119,0.0626108646393
0.00262784957886,0.0625381469727
0.00271606445312,0.0645179748535
0.00261116027832,0.0638310909271
0.00261998176575,0.0645868778229
0.00348591804504,0.0677781105042
0.003093957901,0.0633509159088
0.00266003608704,0.0628712177277
0.0032160282135,0.0630030632019
0.00270295143127,0.0630638599396
0.00260305404663,0.0633308887482
0.00294399261475,0.0631220340729
0.00258898735046,0.0634429454803
0.00269603729248,0.0627779960632
0.00260710716248,0.06241106987
0.00315308570862,0.0643849372864
0.00259709358215,0.0627949237823
0.00294184684753,0.0620818138123
0.00265192985535,0.0630679130554
0.0027129650116,0.0622608661652
0.00263595581055,0.0625019073486
0.00271797180176,0.0623950958252
0.00266003608704,0.0627970695496
0.00276899337769,0.0624239444733
0.00271701812744,0.0630011558533
0.0029079914093,0.063080072403
0.00244808197021,0.0624830722809
0.00261878967285,0.0617558956146
0.00281500816345,0.0624630451202
0.00264096260071,0.0626640319824
0.0026171207428,0.0625610351562
0.00259685516357,0.064680814743
0.00260090827942,0.0629951953888
0.00222396850586,0.0627028942108
0.00262093544006,0.0634820461273
0.00307202339172,0.0623729228973
0.00264382362366,0.0626101493835
0.00323915481567,0.0635478496552
0.00264096260071,0.0624001026154
0.00264692306519,0.0637488365173
0.00259017944336,0.0642619132996
0.00265693664551,0.0649540424347
0.00267505645752,0.0649540424347
0.00266909599304,0.0637550354004
0.00220584869385,0.0642700195312
0.00262713432312,0.0625159740448
0.00271105766296,0.0635058879852
0.00261187553406,0.062940120697
0.00262999534607,0.0635049343109
0.00261282920837,0.0632410049438
0.00261211395264,0.0638029575348
0.00349807739258,0.0638790130615
0.00264811515808,0.0629639625549
0.00298690795898,0.0641000270844
0.00258994102478,0.065327167511
0.00265598297119,0.0637450218201
0.00260591506958,0.0628569126129
0.00261688232422,0.064003944397
0.0026159286499,0.0636248588562
0.00291299819946,0.0622179508209
0.00221800804138,0.0644490718842
0.00258803367615,0.0633919239044
0.00265097618103,0.0626211166382
0.0026741027832,0.0630071163177
0.00257897377014,0.0638709068298
0.00267696380615,0.0649440288544
0.00256085395813,0.0645258426666
0.00340890884399,0.0643889904022
0.00255393981934,0.0633180141449
0.00261807441711,0.063668012619
0.00242710113525,0.0631029605865
0.00267219543457,0.0631279945374
0.00260996818542,0.0639050006866
0.00274610519409,0.0681738853455
0.00268197059631,0.0638689994812
0.00301098823547,0.0628788471222
0.00276398658752,0.0645768642426
0.00260400772095,0.0632288455963
0.00260710716248,0.0635161399841
0.00268006324768,0.0635488033295
0.00260615348816,0.0652770996094
0.00263786315918,0.0617067813873
0.00260496139526,0.0630939006805
0.00274419784546,0.0635631084442
0.00278282165527,0.0629398822784
0.00263905525208,0.0631539821625
0.00266289710999,0.0636308193207
0.00273299217224,0.0629529953003
0.00267696380615,0.0631899833679
0.00264000892639,0.063364982605
0.00264406204224,0.061311006546
0.00283694267273,0.0632560253143
0.00303101539612,0.0646460056305
0.00269985198975,0.0626239776611
0.00271010398865,0.0637500286102
0.00269103050232,0.0624821186066
0.00263595581055,0.0655100345612
0.00292301177979,0.063679933548
0.00266003608704,0.0634770393372
0.00266194343567,0.0632240772247
0.00262808799744,0.0632200241089
0.0027220249176,0.0637350082397
0.00278902053833,0.0633339881897
0.00291609764099,0.0631139278412
0.00264382362366,0.062530040741
0.00280284881592,0.0650410652161
0.00271701812744,0.0635879039764
0.0048680305481,0.0625648498535
0.00278401374817,0.0629470348358
0.00224995613098,0.064560174942
0.0026319026947,0.0627021789551
0.00266194343567,0.0617558956146
0.00268507003784,0.0627799034119
0.00278496742249,0.0607831478119
0.00261211395264,0.0624990463257
0.00260210037231,0.0625691413879
0.00272703170776,0.0622580051422
0.0026319026947,0.0624389648438
0.00266408920288,0.062577009201
0.00272798538208,0.0628130435944
0.00266289710999,0.0627639293671
0.00223612785339,0.0633451938629
0.0026490688324,0.0620169639587
0.00263285636902,0.0625112056732
0.00276494026184,0.061735868454
0.00275707244873,0.0644390583038
0.00264883041382,0.060614824295
0.00279402732849,0.062695980072
0.00243616104126,0.0626440048218
0.00288891792297,0.0640771389008
0.00265908241272,0.0624220371246
0.0028088092804,0.062931060791
0.0029730796814,0.0649189949036
0.00275301933289,0.0629460811615
0.0026969909668,0.062952041626
0.00264692306519,0.0630121231079
0.0026068687439,0.0678329467773
0.00479793548584,0.0627760887146
0.00271081924438,0.0628368854523
0.00261998176575,0.0630321502686
0.00254702568054,0.0630030632019
0.00259685516357,0.0633239746094
0.002690076828,0.0622329711914
0.00254106521606,0.0630669593811
0.0026490688324,0.0623869895935
0.00279593467712,0.0626640319824
0.00262188911438,0.0628390312195
0.00235891342163,0.0631279945374
0.00276207923889,0.062647819519
0.00255298614502,0.0626389980316
0.00259184837341,0.0620958805084
0.00209999084473,0.0650069713593
0.00260806083679,0.0631830692291
0.00283598899841,0.0623400211334
0.00256395339966,0.0631039142609
0.00270986557007,0.0627028942108
0.00251698493958,0.0631740093231
0.00261116027832,0.0631048679352
0.00143194198608,0.0628769397736
0.00270891189575,0.061723947525
0.00280117988586,0.0629560947418
0.00262904167175,0.06290102005
0.00263404846191,0.0628299713135
0.00260615348816,0.0634589195251
0.00275683403015,0.064982175827
0.00261616706848,0.0630569458008
0.00266313552856,0.0602738857269
0.00254201889038,0.0630180835724
0.00255107879639,0.0629281997681
0.00238609313965,0.0630919933319
0.00498008728027,0.0627789497375
0.00268912315369,0.0631639957428
0.00254011154175,0.0626881122589
0.00264501571655,0.0631189346313
0.00264310836792,0.0625190734863
0.00260186195374,0.0633430480957
0.00256299972534,0.0627081394196
0.00268220901489,0.0644750595093
0.00257205963135,0.0628139972687
0.0025360584259,0.0632431507111
0.00270509719849,0.0622141361237
0.00257897377014,0.0615079402924
0.00267195701599,0.0617370605469
0.00255298614502,0.060017824173
0.00257587432861,0.0632870197296
0.00255298614502,0.0623321533203
0.00260782241821,0.0635380744934
0.00234198570251,0.0633029937744
0.0028018951416,0.0603110790253
0.00257992744446,0.0632619857788
0.00263404846191,0.0639472007751
0.00286197662354,0.0625450611115
0.00234913825989,0.0601940155029
0.00263595581055,0.0637240409851
0.00239205360413,0.0642850399017
0.00264692306519,0.0625820159912
0.00284314155579,0.0604920387268
0.00262784957886,0.063050031662
0.00264310836792,0.0621910095215
0.00264596939087,0.0629851818085
0.00262713432312,0.0629999637604
0.0029718875885,0.0630769729614
0.00263094902039,0.0627419948578
0.00264000892639,0.0670390129089
0.00248098373413,0.0622291564941
0.00498700141907,0.0611429214478
0.00231003761292,0.0658609867096
0.00262999534607,0.0623359680176
0.00262594223022,0.0627379417419
0.00263118743896,0.0626840591431
0.00266098976135,0.0624430179596
0.00262713432312,0.0628769397736
0.00288391113281,0.0619821548462
0.00262093544006,0.0623691082001
0.00271201133728,0.06205701828
0.00270700454712,0.0631129741669
0.0030791759491,0.0644581317902
0.00261998176575,0.0624520778656
0.00261807441711,0.0628900527954
0.00322413444519,0.0625910758972
0.00264191627502,0.0606460571289
0.00241112709045,0.0629689693451
0.00383901596069,0.0633950233459
0.00265002250671,0.0647008419037
0.00268387794495,0.062646150589
0.00300812721252,0.059720993042
0.00264096260071,0.0624899864197
0.00294184684753,0.0627009868622
0.00262308120728,0.0622758865356
0.00262689590454,0.0626759529114
0.00259494781494,0.0625851154327
0.00272488594055,0.0625560283661
0.00266981124878,0.0607349872589
0.00290298461914,0.063050031662
0.00267910957336,0.0614759922028
0.0026741027832,0.0632259845734
0.00268411636353,0.0627357959747
0.00263690948486,0.0628659725189
0.0030300617218,0.06507396698
0.00265693664551,0.0623209476471
0.00260400772095,0.0627682209015
0.00296306610107,0.0627851486206
0.00272607803345,0.0635030269623
0.00262999534607,0.0625438690186
0.00261306762695,0.060909986496
0.00290894508362,0.0650379657745
0.0027859210968,0.0619330406189
0.00276803970337,0.0611789226532
0.00262308120728,0.0630757808685
0.00262784957886,0.0623600482941
0.00269198417664,0.0628991127014
0.00260305404663,0.0591630935669
0.00264310836792,0.0627779960632
0.00254392623901,0.0625548362732
0.00237202644348,0.063640832901
0.00260996818542,0.0630750656128
0.00265884399414,0.0627868175507
0.00261807441711,0.0621201992035
0.00261807441711,0.0631411075592
0.0026421546936,0.0636451244354
0.00262999534607,0.0629370212555
0.00262498855591,0.0628061294556
0.00216197967529,0.0628609657288
0.0026741027832,0.0598199367523
0.00262308120728,0.0615718364716
0.00278282165527,0.0597970485687
0.00282597541809,0.0624928474426
0.00284194946289,0.0622990131378
0.002760887146,0.0623979568481
0.00241017341614,0.062381029129
0.002601146698,0.0630750656128
0.00291705131531,0.0650060176849
0.00265002250671,0.0621600151062
0.00259900093079,0.0630989074707
0.00286412239075,0.0629620552063
0.00264000892639,0.0625810623169
0.00261211395264,0.061863899231
0.00261807441711,0.0631649494171
0.00266695022583,0.0630788803101
0.00261783599854,0.0609450340271
0.00262093544006,0.0642821788788
0.00291609764099,0.0600612163544
0.00274705886841,0.0631878376007
0.00285792350769,0.0629279613495
0.00268316268921,0.061733007431
0.00259184837341,0.0628938674927
0.00268387794495,0.0636420249939
0.00240087509155,0.0630729198456
0.00234198570251,0.0636880397797
0.00266695022583,0.0627980232239
0.0025360584259,0.0624120235443
0.00265312194824,0.0626811981201
0.00263285636902,0.0604400634766
0.00264310836792,0.0607881546021
0.00326204299927,0.061215877533
0.00261998176575,0.063413143158
0.00263381004333,0.0631330013275
0.00276899337769,0.0607120990753
0.00282907485962,0.0611028671265
0.00285291671753,0.0612230300903
0.00262212753296,0.0650460720062
0.0026319026947,0.0614349842072
0.00278306007385,0.0625457763672
0.00314903259277,0.059937953949
0.00264501571655,0.062429189682
0.0026068687439,0.0633652210236
0.00287008285522,0.0611569881439
0.00262689590454,0.0625450611115
0.00343894958496,0.0586187839508
0.00327801704407,0.0598390102386
0.00244808197021,0.0641851425171
0.00260901451111,0.0625700950623
0.0026490688324,0.0630488395691
0.00523614883423,0.0629320144653
0.00292301177979,0.0625238418579
0.00236201286316,0.0620119571686
0.00285601615906,0.0632629394531
0.0024139881134,0.0623199939728
0.00262713432312,0.0626108646393
0.00259208679199,0.0623228549957
0.00268006324768,0.06276679039
0.00264692306519,0.0622620582581
0.00260615348816,0.0631098747253
0.00264692306519,0.0615210533142
0.00362706184387,0.0626089572906
0.00264406204224,0.0625870227814
0.00242304801941,0.064337015152
0.00305199623108,0.0606861114502
0.0027449131012,0.0629899501801
0.00325202941895,0.0608379840851
0.00260996818542,0.062469959259
0.00268006324768,0.0592131614685
0.00261306762695,0.0629589557648
0.00261902809143,0.0625691413879
0.00265407562256,0.0626010894775
0.00287699699402,0.0626409053802
0.00275206565857,0.0626230239868
0.00310587882996,0.0608999729156
0.00282382965088,0.0631139278412
0.002681016922,0.0631799697876
0.00274991989136,0.0626358985901
0.00270199775696,0.0630760192871
0.00330877304077,0.0638771057129
0.00267386436462,0.0605890750885
0.0028190612793,0.063511133194
0.00269508361816,0.0629389286041
0.00272297859192,0.0641071796417
0.00258493423462,0.0630989074707
0.00254106521606,0.0630660057068
0.00291895866394,0.0629580020905
0.00259518623352,0.0626320838928
0.00268602371216,0.0628681182861
0.00273895263672,0.0626380443573
0.00262713432312,0.0619809627533
0.00259399414062,0.06183385849
0.00214099884033,0.0614809989929
0.00261807441711,0.061882019043
0.00263595581055,0.0611028671265
0.00267505645752,0.0653719902039
0.0025999546051,0.062949180603
0.00264191627502,0.0628740787506
0.00295305252075,0.0646579265594
0.00273895263672,0.0601110458374
0.00265312194824,0.062283039093
